#,Time,%Passes,Change,Test,Pass,Partial,Fail,Untested,SessionNumber,SessionRunNumber,IsSuite,SuiteTests,PrerequisiteTests,ExtraCreditTests,TestScores,FailFromPreReq,
145,Mon Jun 21 16:29:08 EDT 2021,74,2,CoordinatedAnimation,A4NoStarImports AbstractBoundedShape AbstractLocatable ArthurIsNotAContortionist AssertingBridgeSceneDynamics AsyncArthurAnimation AsyncGalahadAnimation AsyncLancelotAnimation AsyncRobinAnimation BridgeSceneSingletonFromFactory BroadcastingClearanceManagerFactoryMethodDefined BroadcastingClearanceManagerSingletonFromFactory CheckedImpossibleAngle LockstepAvatars SceneControllerApproachButtonProperty SceneControllerButtonDynamics SceneControllerCallsApproach SceneControllerCallsFailed SceneControllerCallsPassed SceneControllerCallsSay SceneControllerCallsSetEnabled SceneControllerISAPropertyChangeListener SceneControllerISAnActionListener SceneControllerPassedButtonProperty SceneControllerRegistersAsActionListener SceneControllerRegistersAsPropertyChangeListener SceneControllerSayButtonProperty SceneControllerSingletonFromFactory SyncArthurAnimation SyncGalahadAnimation SyncLancelotAnimation SyncRobinAnimation TaggedBoundedShape TaggedImpossibleAngle TaggedLegs TaggedLocatable TaggedRestrictedLine WaitingAvatars+ ,A4CommonPropertiesAreInherited A4CommonSignaturesAreInherited A4Encapsulation A4InterfaceAsType A4MnemonicNames A4NamedConstants A4NamingConventions A4NoHiddenFields A4NonPublicAccessModifiersMatched A4PackageDeclarations A4PublicMethodsOverride A4SimplifyBooleanReturns ,A4SimplifyBooleanExpressions , ,66,0,true,BroadcastingClearanceManagerFactoryMethodDefined BroadcastingClearanceManagerSingletonFromFactory LockstepAvatars WaitingAvatars ,,,BroadcastingClearanceManagerFactoryMethodDefined-(2.0/2.0) BroadcastingClearanceManagerSingletonFromFactory-(2.0/2.0) LockstepAvatars-(30.0/30.0) WaitingAvatars-(30.0/30.0) ,,
146,Mon Jun 21 16:29:57 EDT 2021,74,0,LockstepAvatars,A4NoStarImports AbstractBoundedShape AbstractLocatable ArthurIsNotAContortionist AssertingBridgeSceneDynamics AsyncArthurAnimation AsyncGalahadAnimation AsyncLancelotAnimation AsyncRobinAnimation BridgeSceneSingletonFromFactory BroadcastingClearanceManagerFactoryMethodDefined BroadcastingClearanceManagerSingletonFromFactory CheckedImpossibleAngle LockstepAvatars SceneControllerApproachButtonProperty SceneControllerButtonDynamics SceneControllerCallsApproach SceneControllerCallsFailed SceneControllerCallsPassed SceneControllerCallsSay SceneControllerCallsSetEnabled SceneControllerISAPropertyChangeListener SceneControllerISAnActionListener SceneControllerPassedButtonProperty SceneControllerRegistersAsActionListener SceneControllerRegistersAsPropertyChangeListener SceneControllerSayButtonProperty SceneControllerSingletonFromFactory SyncArthurAnimation SyncGalahadAnimation SyncLancelotAnimation SyncRobinAnimation TaggedBoundedShape TaggedImpossibleAngle TaggedLegs TaggedLocatable TaggedRestrictedLine WaitingAvatars ,A4CommonPropertiesAreInherited A4CommonSignaturesAreInherited A4Encapsulation A4InterfaceAsType A4MnemonicNames A4NamedConstants A4NamingConventions A4NoHiddenFields A4NonPublicAccessModifiersMatched A4PackageDeclarations A4PublicMethodsOverride A4SimplifyBooleanReturns ,A4SimplifyBooleanExpressions , ,67,0,false,,BroadcastingClearanceManagerFactoryMethodDefined BroadcastingClearanceManagerSingletonFromFactory ,,LockstepAvatars-(30.0/30.0) ,,
147,Mon Jun 21 16:30:06 EDT 2021,74,0,WaitingAvatars,A4NoStarImports AbstractBoundedShape AbstractLocatable ArthurIsNotAContortionist AssertingBridgeSceneDynamics AsyncArthurAnimation AsyncGalahadAnimation AsyncLancelotAnimation AsyncRobinAnimation BridgeSceneSingletonFromFactory BroadcastingClearanceManagerFactoryMethodDefined BroadcastingClearanceManagerSingletonFromFactory CheckedImpossibleAngle LockstepAvatars SceneControllerApproachButtonProperty SceneControllerButtonDynamics SceneControllerCallsApproach SceneControllerCallsFailed SceneControllerCallsPassed SceneControllerCallsSay SceneControllerCallsSetEnabled SceneControllerISAPropertyChangeListener SceneControllerISAnActionListener SceneControllerPassedButtonProperty SceneControllerRegistersAsActionListener SceneControllerRegistersAsPropertyChangeListener SceneControllerSayButtonProperty SceneControllerSingletonFromFactory SyncArthurAnimation SyncGalahadAnimation SyncLancelotAnimation SyncRobinAnimation TaggedBoundedShape TaggedImpossibleAngle TaggedLegs TaggedLocatable TaggedRestrictedLine WaitingAvatars ,A4CommonPropertiesAreInherited A4CommonSignaturesAreInherited A4Encapsulation A4InterfaceAsType A4MnemonicNames A4NamedConstants A4NamingConventions A4NoHiddenFields A4NonPublicAccessModifiersMatched A4PackageDeclarations A4PublicMethodsOverride A4SimplifyBooleanReturns ,A4SimplifyBooleanExpressions , ,67,1,false,,,,WaitingAvatars-(30.0/30.0) ,,
148,Mon Jun 21 16:31:05 EDT 2021,74,0,CoordinatedAnimation,A4NoStarImports AbstractBoundedShape AbstractLocatable ArthurIsNotAContortionist AssertingBridgeSceneDynamics AsyncArthurAnimation AsyncGalahadAnimation AsyncLancelotAnimation AsyncRobinAnimation BridgeSceneSingletonFromFactory BroadcastingClearanceManagerFactoryMethodDefined BroadcastingClearanceManagerSingletonFromFactory CheckedImpossibleAngle LockstepAvatars SceneControllerApproachButtonProperty SceneControllerButtonDynamics SceneControllerCallsApproach SceneControllerCallsFailed SceneControllerCallsPassed SceneControllerCallsSay SceneControllerCallsSetEnabled SceneControllerISAPropertyChangeListener SceneControllerISAnActionListener SceneControllerPassedButtonProperty SceneControllerRegistersAsActionListener SceneControllerRegistersAsPropertyChangeListener SceneControllerSayButtonProperty SceneControllerSingletonFromFactory SyncArthurAnimation SyncGalahadAnimation SyncLancelotAnimation SyncRobinAnimation TaggedBoundedShape TaggedImpossibleAngle TaggedLegs TaggedLocatable TaggedRestrictedLine WaitingAvatars ,A4CommonPropertiesAreInherited A4CommonSignaturesAreInherited A4Encapsulation A4InterfaceAsType A4MnemonicNames A4NamedConstants A4NamingConventions A4NoHiddenFields A4NonPublicAccessModifiersMatched A4PackageDeclarations A4PublicMethodsOverride A4SimplifyBooleanReturns ,A4SimplifyBooleanExpressions , ,68,0,true,BroadcastingClearanceManagerFactoryMethodDefined BroadcastingClearanceManagerSingletonFromFactory LockstepAvatars WaitingAvatars ,,,BroadcastingClearanceManagerFactoryMethodDefined-(2.0/2.0) BroadcastingClearanceManagerSingletonFromFactory-(2.0/2.0) LockstepAvatars-(30.0/30.0) WaitingAvatars-(30.0/30.0) ,,
149,Mon Jun 21 16:38:45 EDT 2021,74,0,CoordinatedAnimation,A4NoStarImports AbstractBoundedShape AbstractLocatable ArthurIsNotAContortionist AssertingBridgeSceneDynamics AsyncArthurAnimation AsyncGalahadAnimation AsyncLancelotAnimation AsyncRobinAnimation BridgeSceneSingletonFromFactory BroadcastingClearanceManagerFactoryMethodDefined BroadcastingClearanceManagerSingletonFromFactory CheckedImpossibleAngle LockstepAvatars SceneControllerApproachButtonProperty SceneControllerButtonDynamics SceneControllerCallsApproach SceneControllerCallsFailed SceneControllerCallsPassed SceneControllerCallsSay SceneControllerCallsSetEnabled SceneControllerISAPropertyChangeListener SceneControllerISAnActionListener SceneControllerPassedButtonProperty SceneControllerRegistersAsActionListener SceneControllerRegistersAsPropertyChangeListener SceneControllerSayButtonProperty SceneControllerSingletonFromFactory SyncArthurAnimation SyncGalahadAnimation SyncLancelotAnimation SyncRobinAnimation TaggedBoundedShape TaggedImpossibleAngle TaggedLegs TaggedLocatable TaggedRestrictedLine WaitingAvatars ,A4CommonPropertiesAreInherited A4CommonSignaturesAreInherited A4Encapsulation A4InterfaceAsType A4MnemonicNames A4NamedConstants A4NamingConventions A4NoHiddenFields A4NonPublicAccessModifiersMatched A4PackageDeclarations A4PublicMethodsOverride A4SimplifyBooleanReturns ,A4SimplifyBooleanExpressions , ,69,0,true,BroadcastingClearanceManagerFactoryMethodDefined BroadcastingClearanceManagerSingletonFromFactory LockstepAvatars WaitingAvatars ,,,BroadcastingClearanceManagerFactoryMethodDefined-(2.0/2.0) BroadcastingClearanceManagerSingletonFromFactory-(2.0/2.0) LockstepAvatars-(30.0/30.0) WaitingAvatars-(30.0/30.0) ,,
150,Mon Jun 21 16:38:50 EDT 2021,74,0,Exceptions,A4NoStarImports AbstractBoundedShape AbstractLocatable ArthurIsNotAContortionist AssertingBridgeSceneDynamics AsyncArthurAnimation AsyncGalahadAnimation AsyncLancelotAnimation AsyncRobinAnimation BridgeSceneSingletonFromFactory BroadcastingClearanceManagerFactoryMethodDefined BroadcastingClearanceManagerSingletonFromFactory CheckedImpossibleAngle LockstepAvatars SceneControllerApproachButtonProperty SceneControllerButtonDynamics SceneControllerCallsApproach SceneControllerCallsFailed SceneControllerCallsPassed SceneControllerCallsSay SceneControllerCallsSetEnabled SceneControllerISAPropertyChangeListener SceneControllerISAnActionListener SceneControllerPassedButtonProperty SceneControllerRegistersAsActionListener SceneControllerRegistersAsPropertyChangeListener SceneControllerSayButtonProperty SceneControllerSingletonFromFactory SyncArthurAnimation SyncGalahadAnimation SyncLancelotAnimation SyncRobinAnimation TaggedBoundedShape TaggedImpossibleAngle TaggedLegs TaggedLocatable TaggedRestrictedLine WaitingAvatars ,A4CommonPropertiesAreInherited A4CommonSignaturesAreInherited A4Encapsulation A4InterfaceAsType A4MnemonicNames A4NamedConstants A4NamingConventions A4NoHiddenFields A4NonPublicAccessModifiersMatched A4PackageDeclarations A4PublicMethodsOverride A4SimplifyBooleanReturns ,A4SimplifyBooleanExpressions , ,69,1,true,ArthurIsNotAContortionist CheckedImpossibleAngle TaggedImpossibleAngle TaggedLegs TaggedRestrictedLine ,BridgeSceneSingletonFromFactory ,,ArthurIsNotAContortionist-(30.0/30.0) CheckedImpossibleAngle-(5.0/5.0) TaggedImpossibleAngle-(0.0/0.0) TaggedLegs-(0.0/0.0) TaggedRestrictedLine-(0.0/0.0) ,,
151,Mon Jun 21 16:42:39 EDT 2021,74,0,CoordinatedAnimation,A4NoStarImports AbstractBoundedShape AbstractLocatable ArthurIsNotAContortionist AssertingBridgeSceneDynamics AsyncArthurAnimation AsyncGalahadAnimation AsyncLancelotAnimation AsyncRobinAnimation BridgeSceneSingletonFromFactory BroadcastingClearanceManagerFactoryMethodDefined BroadcastingClearanceManagerSingletonFromFactory CheckedImpossibleAngle LockstepAvatars SceneControllerApproachButtonProperty SceneControllerButtonDynamics SceneControllerCallsApproach SceneControllerCallsFailed SceneControllerCallsPassed SceneControllerCallsSay SceneControllerCallsSetEnabled SceneControllerISAPropertyChangeListener SceneControllerISAnActionListener SceneControllerPassedButtonProperty SceneControllerRegistersAsActionListener SceneControllerRegistersAsPropertyChangeListener SceneControllerSayButtonProperty SceneControllerSingletonFromFactory SyncArthurAnimation SyncGalahadAnimation SyncLancelotAnimation SyncRobinAnimation TaggedBoundedShape TaggedImpossibleAngle TaggedLegs TaggedLocatable TaggedRestrictedLine WaitingAvatars ,A4CommonPropertiesAreInherited A4CommonSignaturesAreInherited A4Encapsulation A4InterfaceAsType A4MnemonicNames A4NamedConstants A4NamingConventions A4NoHiddenFields A4NonPublicAccessModifiersMatched A4PackageDeclarations A4PublicMethodsOverride A4SimplifyBooleanReturns ,A4SimplifyBooleanExpressions , ,70,0,true,BroadcastingClearanceManagerFactoryMethodDefined BroadcastingClearanceManagerSingletonFromFactory LockstepAvatars WaitingAvatars ,,,BroadcastingClearanceManagerFactoryMethodDefined-(2.0/2.0) BroadcastingClearanceManagerSingletonFromFactory-(2.0/2.0) LockstepAvatars-(30.0/30.0) WaitingAvatars-(30.0/30.0) ,,
152,Mon Jun 21 16:42:40 EDT 2021,74,0,SceneControllerButtons,A4NoStarImports AbstractBoundedShape AbstractLocatable ArthurIsNotAContortionist AssertingBridgeSceneDynamics AsyncArthurAnimation AsyncGalahadAnimation AsyncLancelotAnimation AsyncRobinAnimation BridgeSceneSingletonFromFactory BroadcastingClearanceManagerFactoryMethodDefined BroadcastingClearanceManagerSingletonFromFactory CheckedImpossibleAngle LockstepAvatars SceneControllerApproachButtonProperty SceneControllerButtonDynamics SceneControllerCallsApproach SceneControllerCallsFailed SceneControllerCallsPassed SceneControllerCallsSay SceneControllerCallsSetEnabled SceneControllerISAPropertyChangeListener SceneControllerISAnActionListener SceneControllerPassedButtonProperty SceneControllerRegistersAsActionListener SceneControllerRegistersAsPropertyChangeListener SceneControllerSayButtonProperty SceneControllerSingletonFromFactory SyncArthurAnimation SyncGalahadAnimation SyncLancelotAnimation SyncRobinAnimation TaggedBoundedShape TaggedImpossibleAngle TaggedLegs TaggedLocatable TaggedRestrictedLine WaitingAvatars ,A4CommonPropertiesAreInherited A4CommonSignaturesAreInherited A4Encapsulation A4InterfaceAsType A4MnemonicNames A4NamedConstants A4NamingConventions A4NoHiddenFields A4NonPublicAccessModifiersMatched A4PackageDeclarations A4PublicMethodsOverride A4SimplifyBooleanReturns ,A4SimplifyBooleanExpressions , ,70,1,true,BridgeSceneSingletonFromFactory SceneControllerApproachButtonProperty SceneControllerButtonDynamics SceneControllerCallsApproach SceneControllerCallsFailed SceneControllerCallsPassed SceneControllerCallsSay SceneControllerCallsSetEnabled SceneControllerISAPropertyChangeListener SceneControllerISAnActionListener SceneControllerPassedButtonProperty SceneControllerRegistersAsActionListener SceneControllerRegistersAsPropertyChangeListener SceneControllerSayButtonProperty SceneControllerSingletonFromFactory ,AssertingBridgeSceneDynamics TaggedLocatable ,,BridgeSceneSingletonFromFactory-(2.0/2.0) SceneControllerApproachButtonProperty-(2.0/2.0) SceneControllerButtonDynamics-(24.0/24.0) SceneControllerCallsApproach-(2.0/2.0) SceneControllerCallsFailed-(2.0/2.0) SceneControllerCallsPassed-(2.0/2.0) SceneControllerCallsSay-(2.0/2.0) SceneControllerCallsSetEnabled-(2.0/2.0) SceneControllerISAPropertyChangeListener-(2.0/2.0) SceneControllerISAnActionListener-(2.0/2.0) SceneControllerPassedButtonProperty-(2.0/2.0) SceneControllerRegistersAsActionListener-(2.0/2.0) SceneControllerRegistersAsPropertyChangeListener-(2.0/2.0) SceneControllerSayButtonProperty-(2.0/2.0) SceneControllerSingletonFromFactory-(2.0/2.0) ,,
153,Mon Jun 21 16:42:40 EDT 2021,74,0,AssertingBridgeSceneDynamics,A4NoStarImports AbstractBoundedShape AbstractLocatable ArthurIsNotAContortionist AssertingBridgeSceneDynamics AsyncArthurAnimation AsyncGalahadAnimation AsyncLancelotAnimation AsyncRobinAnimation BridgeSceneSingletonFromFactory BroadcastingClearanceManagerFactoryMethodDefined BroadcastingClearanceManagerSingletonFromFactory CheckedImpossibleAngle LockstepAvatars SceneControllerApproachButtonProperty SceneControllerButtonDynamics SceneControllerCallsApproach SceneControllerCallsFailed SceneControllerCallsPassed SceneControllerCallsSay SceneControllerCallsSetEnabled SceneControllerISAPropertyChangeListener SceneControllerISAnActionListener SceneControllerPassedButtonProperty SceneControllerRegistersAsActionListener SceneControllerRegistersAsPropertyChangeListener SceneControllerSayButtonProperty SceneControllerSingletonFromFactory SyncArthurAnimation SyncGalahadAnimation SyncLancelotAnimation SyncRobinAnimation TaggedBoundedShape TaggedImpossibleAngle TaggedLegs TaggedLocatable TaggedRestrictedLine WaitingAvatars ,A4CommonPropertiesAreInherited A4CommonSignaturesAreInherited A4Encapsulation A4InterfaceAsType A4MnemonicNames A4NamedConstants A4NamingConventions A4NoHiddenFields A4NonPublicAccessModifiersMatched A4PackageDeclarations A4PublicMethodsOverride A4SimplifyBooleanReturns ,A4SimplifyBooleanExpressions , ,70,2,false,,,,AssertingBridgeSceneDynamics-(50.0/50.0) ,,
154,Mon Jun 21 16:42:40 EDT 2021,74,0,AbstractClasses,A4NoStarImports AbstractBoundedShape AbstractLocatable ArthurIsNotAContortionist AssertingBridgeSceneDynamics AsyncArthurAnimation AsyncGalahadAnimation AsyncLancelotAnimation AsyncRobinAnimation BridgeSceneSingletonFromFactory BroadcastingClearanceManagerFactoryMethodDefined BroadcastingClearanceManagerSingletonFromFactory CheckedImpossibleAngle LockstepAvatars SceneControllerApproachButtonProperty SceneControllerButtonDynamics SceneControllerCallsApproach SceneControllerCallsFailed SceneControllerCallsPassed SceneControllerCallsSay SceneControllerCallsSetEnabled SceneControllerISAPropertyChangeListener SceneControllerISAnActionListener SceneControllerPassedButtonProperty SceneControllerRegistersAsActionListener SceneControllerRegistersAsPropertyChangeListener SceneControllerSayButtonProperty SceneControllerSingletonFromFactory SyncArthurAnimation SyncGalahadAnimation SyncLancelotAnimation SyncRobinAnimation TaggedBoundedShape TaggedImpossibleAngle TaggedLegs TaggedLocatable TaggedRestrictedLine WaitingAvatars ,A4CommonPropertiesAreInherited A4CommonSignaturesAreInherited A4Encapsulation A4InterfaceAsType A4MnemonicNames A4NamedConstants A4NamingConventions A4NoHiddenFields A4NonPublicAccessModifiersMatched A4PackageDeclarations A4PublicMethodsOverride A4SimplifyBooleanReturns ,A4SimplifyBooleanExpressions , ,70,3,true,AbstractBoundedShape AbstractLocatable TaggedBoundedShape TaggedLocatable ,,,AbstractBoundedShape-(3.0/3.0) AbstractLocatable-(3.0/3.0) TaggedBoundedShape-(0.0/0.0) TaggedLocatable-(0.0/0.0) ,,
155,Mon Jun 21 16:42:42 EDT 2021,74,0,AsyncAnimation,A4NoStarImports AbstractBoundedShape AbstractLocatable ArthurIsNotAContortionist AssertingBridgeSceneDynamics AsyncArthurAnimation AsyncGalahadAnimation AsyncLancelotAnimation AsyncRobinAnimation BridgeSceneSingletonFromFactory BroadcastingClearanceManagerFactoryMethodDefined BroadcastingClearanceManagerSingletonFromFactory CheckedImpossibleAngle LockstepAvatars SceneControllerApproachButtonProperty SceneControllerButtonDynamics SceneControllerCallsApproach SceneControllerCallsFailed SceneControllerCallsPassed SceneControllerCallsSay SceneControllerCallsSetEnabled SceneControllerISAPropertyChangeListener SceneControllerISAnActionListener SceneControllerPassedButtonProperty SceneControllerRegistersAsActionListener SceneControllerRegistersAsPropertyChangeListener SceneControllerSayButtonProperty SceneControllerSingletonFromFactory SyncArthurAnimation SyncGalahadAnimation SyncLancelotAnimation SyncRobinAnimation TaggedBoundedShape TaggedImpossibleAngle TaggedLegs TaggedLocatable TaggedRestrictedLine WaitingAvatars ,A4CommonPropertiesAreInherited A4CommonSignaturesAreInherited A4Encapsulation A4InterfaceAsType A4MnemonicNames A4NamedConstants A4NamingConventions A4NoHiddenFields A4NonPublicAccessModifiersMatched A4PackageDeclarations A4PublicMethodsOverride A4SimplifyBooleanReturns ,A4SimplifyBooleanExpressions , ,70,4,true,AsyncArthurAnimation AsyncGalahadAnimation AsyncLancelotAnimation AsyncRobinAnimation ,,,AsyncArthurAnimation-(12.5/12.5) AsyncGalahadAnimation-(12.5/12.5) AsyncLancelotAnimation-(12.5/12.5) AsyncRobinAnimation-(12.5/12.5) ,,
